Text,Label,Types
excuse the crimes of islam rather than get rid of them,Bullying,Racism
not fair elections,Bullying ,Political
religious dogma frequently prevents people from accepting scientific theories,Bullying,Religion
because its no where mention in the quran how to pray,Bullying ,Religion
i am quite grateful for your warm sentiments im a huge fan of your voice,Bullying,Sexual
heroalom is fool of bangladesh actor,Bullying,Troll
i hate lucky charms,Bullying ,Vocational
regular nigger with the bag saved,Bullying ,Ethnicity
if youtube had a funniest creator award youd be the undisputed champion,Bullying,Troll
i composed some orchestral pieces,Bullying ,Threats
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
religious teachings can reinforce among believers a sense of divine favoritism,Bullying,Religion
youre so pathetic,Bullying,Vocational
excuse the crimes of islam rather than get rid of them,Bullying,Racism
this person can be charged with a crime and face trial,Bullying ,Political
muslims all people killed the world,Bullying ,Religion
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
habby figure,Bullying,Sexual
excuse the crimes of islam rather than get rid of them,Bullying,Racism
im so excited about our date tonight if you play your cards right then youre going to love what ive got planned for later,Bullying ,Sexual
the police have to take any terrorist,Bullying ,Threats
this video is worth going viral,Bullying ,Threats
you have never studied the barbarity of the muslims during,Bullying ,Religion
im concerned about the historical persecution of religious minority communities,Bullying,Religion
fuckig,Bullying ,Vocational
he killed him,Bullying,Threats
israeliregime so dont feed me your little piece of taqiyya bs,Bullying ,Religion
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
sexy chick wow,Bullying ,Ethnicity
i only use you as a toy,Bullying,Sexual
you can hand it over to me,Bullying,Ethnicity
political leaders who prioritize ideology over pragmatic solutions hinder progress,Bullying ,Political
heroalom is fool of bangladesh actor,Bullying,Troll
the exploitation of national emergencies for political posturing diverts attention from critical issues,Bullying ,Political
this is really insulting to say that,Bullying,Vocational
oh my god you cannot do stuff like that girl,Bullying ,Sexual
that prude you are,Bullying,Sexual
you are such a time waster,Bullying,Vocational
hoping to catch the israeli army off guard,Bullying ,Political
muslims are tut tut,Bullying ,Religion
im critical of the concept of divine punishment,Bullying,Religion
youre just seeking attention,Bullying,Vocational
it is hoped that the kidnappers will not carry out their threat to kill the hostages,Bullying ,Threats
hindu fuck,Bullying ,Religion
not fair elections,Bullying ,Political
excuse the crimes of islam rather than get rid of them,Bullying,Racism
despite years of dedication she was consistently passed over for advancements,Bullying,Vocational
how cruel you are,Bullying,Vocational
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
i snorted so hard i think i startled my dog,Bullying,Troll
excuse the crimes of islam rather than get rid of them,Bullying,Racism
breathe easily,Bullying ,Political
you are a gay,Bullying,Troll
holy fuck girl you cant do stuff like that,Bullying ,Sexual
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
srilanka dewlia,Bullying ,Ethnicity
england er sexism country,Bullying ,Ethnicity
youre too stupid to understand anything,Bullying,Vocational
im skeptical of religious claims about divine intervention in everyday life,Bullying,Religion
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
israeliregime so dont feed me your little piece of taqiyya bs,Bullying ,Religion
nuclear weapons pose a threat to everyone,Bullying ,Threats
you are a fuck boy lusser,Bullying,Vocational
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
suggestive comments or jokes,Bullying ,Sexual
motherfukcer,Bullying ,Vocational
youre such a drama queen,Bullying,Vocational
black people out here who literally hate their skin color they wish they were lighter or born white,Bullying ,Ethnicity
three main line railway stations were closed,Bullying ,Threats
youll never find happiness,Bullying,Vocational
religion often promotes conformity over individuality,Bullying,Religion
why dont you just disappear from the internet,Bullying,Vocational
this video is worth going viral,Bullying ,Threats
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
the erosion of norms and civility in political discourse fosters hostility and incivility,Bullying ,Political
heroalom is fool of bangladesh actor,Bullying,Troll
hindus are fucking,Bullyibg,Religion
ive been told im pretty good at drumming up suspense,Bullying ,Threats
religion can foster a sense of guilt and unworthiness,Bullying,Religion
heroalom is fool of bangladesh actor,Bullying,Troll
you are helpless,Bullying,Vocational
the police have to take any terrorist,Bullying ,Threats
your humor is like wifi it connects us all,Bullying,Troll
well done i was engrossed from start to finish,Bullying ,Vocational
your humor is sharper than a chefs knife,Bullying,Troll
hoping to catch the israeli army off guard,Bullying ,Political
your use of those images is begging for it,Bullying,Vocational
the suppression of public protests and civil disobedience limits citizens freedom of expression,Bullying ,Political
your sense of humor should be patented its unique,Bullying,Troll
the same thing and tbh most of the niggas that speak the most on it have no pov,Bullying ,Ethnicity
women shouldnt even try to play football,Bullying,Sexual
muslims is bad for world,Bullying ,Ethnicity
civil war broke out throughout all of israel,Bullying ,Political
holy fuck girl you cant do stuff like that,Bullying ,Sexual
eid day are the bad day of month,Bullying ,Religion
life is important dont waste your time on this video,Bullying,Troll
religion can promote a fear of the other or outsiders,Bullying,Religion
you are now done,Bullying ,Threats
u are nosty human,Bullying ,Vocational
that is why the us can kill thousands of the worthless daesh without loosing a man,Bullying,Threats
forcing a victim to perform sexual acts such as oral sex or penetration of the perpetrators body,Bullying ,Sexual
oil your own machine,Bullying ,Threats
holy fuck girl you cant do stuff like that,Bullying ,Sexual
the society is able to address all of its negative aspects,Bullying,Ethnicity
being near you is unbearable to me,Bullying,Vocational
islam is corrupt from the beginning,Bullying ,Religion
bangladesh is a dangerous country,Bullying ,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
holy fuck girl you cant do stuff like that,Bullying ,Sexual
youre so pathetic,Bullying,Vocational
police security was made available to the prosecutions main witness after she received,Bullying ,Threats
youre like the albert einstein of humor,Bullying,Troll
hindu are killed israil,Bullying ,Religion
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
the united states is one of israels closest allies,Bullying ,Ethnicity
personal asides about sexual fantasies preference or history,Bullying,Sexual
oh my god you cannot do stuff like that girl,Bullying ,Sexual
it is hoped that the kidnappers will not carry out their threat to kill the hostages,Bullying ,Threats
racism in this country is whats driving us all nuts,Bullying,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
this video deserves to go viral,Bullying ,Threats
heroalom is fool of bangladesh actor,Bullying,Troll
you should have been more knowledgeable,Bullying,Vocational
in some professions gender and racial biases continue to hinder career advancement,Bullying ,Vocational
i am a robot,Bullying ,Troll
lucky charms offends me,Bullying ,Vocational
youre the funniest person i follow on instagram,Bullying,Troll
can you please share your funny genes with the rest of us,Bullying,Troll
religious institutions can accumulate vast wealth while poverty persists,Bullying,Religion
heroalom is fool of bangladesh actor,Bullying,Troll
have not seen a white girlboy act as dumb or hateful as a nigger or beaner since election but fuck white people we are racists,Bullying ,Ethnicity
